x,y,zx,zy,zxy,ncd
dam1.txt,dam10.txt,88,90,139,0.5666666666666667
dam1.txt,dam100.txt,88,92,141,0.5760869565217391
dam1.txt,dam101.txt,88,93,144,0.6021505376344086
dam1.txt,dam102.txt,88,93,142,0.5806451612903226
dam1.txt,dam103.txt,88,92,144,0.6086956521739131
dam1.txt,dam104.txt,88,92,141,0.5760869565217391
dam1.txt,dam105.txt,88,94,144,0.5957446808510638
dam1.txt,dam106.txt,88,90,141,0.5888888888888889
dam1.txt,dam107.txt,88,91,140,0.5714285714285714
dam1.txt,dam108.txt,88,93,145,0.6129032258064516
dam1.txt,dam109.txt,88,93,145,0.6129032258064516
dam1.txt,dam11.txt,88,90,139,0.5666666666666667
dam1.txt,dam110.txt,88,92,142,0.5869565217391305
dam1.txt,dam111.txt,88,94,146,0.6170212765957447
dam1.txt,dam112.txt,88,93,142,0.5806451612903226
dam1.txt,dam113.txt,88,92,143,0.5978260869565217
dam1.txt,dam114.txt,88,92,145,0.6195652173913043
dam1.txt,dam115.txt,88,91,142,0.5934065934065934
dam1.txt,dam116.txt,88,92,144,0.6086956521739131
dam1.txt,dam117.txt,88,92,143,0.5978260869565217
dam1.txt,dam12.txt,88,92,142,0.5869565217391305
dam1.txt,dam13.txt,88,91,142,0.5934065934065934
dam1.txt,dam14.txt,88,90,136,0.5333333333333333
dam1.txt,dam15.txt,88,91,140,0.5714285714285714
dam1.txt,dam16.txt,88,91,139,0.5604395604395604
dam1.txt,dam17.txt,88,91,141,0.5824175824175825
dam1.txt,dam18.txt,88,92,140,0.5652173913043478
dam1.txt,dam19.txt,88,87,139,0.5909090909090909
dam1.txt,dam2.txt,88,90,138,0.5555555555555556
dam1.txt,dam20.txt,88,92,141,0.5760869565217391
dam1.txt,dam21.txt,88,90,142,0.6
dam1.txt,dam22.txt,88,90,141,0.5888888888888889
dam1.txt,dam23.txt,88,90,141,0.5888888888888889
dam1.txt,dam24.txt,88,92,142,0.5869565217391305
dam1.txt,dam25.txt,88,90,141,0.5888888888888889
dam1.txt,dam26.txt,88,89,139,0.5730337078651685
dam1.txt,dam27.txt,88,89,142,0.6067415730337079
dam1.txt,dam28.txt,88,89,134,0.5168539325842697
dam1.txt,dam29.txt,88,89,138,0.5617977528089888
dam1.txt,dam3.txt,88,90,139,0.5666666666666667
dam1.txt,dam30.txt,88,89,141,0.5955056179775281
dam1.txt,dam31.txt,88,90,141,0.5888888888888889
dam1.txt,dam32.txt,88,91,142,0.5934065934065934
dam1.txt,dam33.txt,88,93,143,0.5913978494623656
dam1.txt,dam34.txt,88,90,139,0.5666666666666667
dam1.txt,dam35.txt,88,89,140,0.5842696629213483
dam1.txt,dam36.txt,88,89,139,0.5730337078651685
dam1.txt,dam37.txt,88,89,140,0.5842696629213483
dam1.txt,dam38.txt,88,91,139,0.5604395604395604
dam1.txt,dam39.txt,88,90,140,0.5777777777777777
dam1.txt,dam4.txt,88,89,127,0.43820224719101125
dam1.txt,dam40.txt,88,89,139,0.5730337078651685
dam1.txt,dam41.txt,88,92,142,0.5869565217391305
dam1.txt,dam42.txt,88,89,140,0.5842696629213483
dam1.txt,dam43.txt,88,92,140,0.5652173913043478
dam1.txt,dam44.txt,88,90,142,0.6
dam1.txt,dam45.txt,88,91,140,0.5714285714285714
dam1.txt,dam46.txt,88,90,139,0.5666666666666667
dam1.txt,dam47.txt,88,90,140,0.5777777777777777
dam1.txt,dam48.txt,88,91,139,0.5604395604395604
dam1.txt,dam49.txt,88,89,140,0.5842696629213483
dam1.txt,dam5.txt,88,89,138,0.5617977528089888
dam1.txt,dam50.txt,88,92,142,0.5869565217391305
dam1.txt,dam51.txt,88,91,142,0.5934065934065934
dam1.txt,dam52.txt,88,89,138,0.5617977528089888
dam1.txt,dam53.txt,88,93,141,0.5698924731182796
dam1.txt,dam54.txt,88,91,140,0.5714285714285714
dam1.txt,dam55.txt,88,89,140,0.5842696629213483
dam1.txt,dam56.txt,88,91,142,0.5934065934065934
dam1.txt,dam57.txt,88,91,142,0.5934065934065934
dam1.txt,dam58.txt,88,92,139,0.5543478260869565
dam1.txt,dam59.txt,88,89,140,0.5842696629213483
dam1.txt,dam6.txt,88,89,137,0.550561797752809
dam1.txt,dam60.txt,88,90,141,0.5888888888888889
dam1.txt,dam61.txt,88,89,140,0.5842696629213483
dam1.txt,dam62.txt,88,90,142,0.6
dam1.txt,dam63.txt,88,91,143,0.6043956043956044
dam1.txt,dam64.txt,88,90,141,0.5888888888888889
dam1.txt,dam65.txt,88,92,144,0.6086956521739131
dam1.txt,dam66.txt,88,91,142,0.5934065934065934
dam1.txt,dam67.txt,88,92,144,0.6086956521739131
dam1.txt,dam68.txt,88,91,142,0.5934065934065934
dam1.txt,dam69.txt,88,90,139,0.5666666666666667
dam1.txt,dam7.txt,88,90,127,0.43333333333333335
dam1.txt,dam70.txt,88,92,141,0.5760869565217391
dam1.txt,dam71.txt,88,91,140,0.5714285714285714
dam1.txt,dam72.txt,88,93,141,0.5698924731182796
dam1.txt,dam73.txt,88,92,143,0.5978260869565217
dam1.txt,dam74.txt,88,92,141,0.5760869565217391
dam1.txt,dam75.txt,88,92,144,0.6086956521739131
dam1.txt,dam76.txt,88,92,143,0.5978260869565217
dam1.txt,dam77.txt,88,91,141,0.5824175824175825
dam1.txt,dam78.txt,88,91,140,0.5714285714285714
dam1.txt,dam79.txt,88,91,143,0.6043956043956044
dam1.txt,dam8.txt,88,90,138,0.5555555555555556
dam1.txt,dam80.txt,88,90,143,0.6111111111111112
dam1.txt,dam81.txt,88,90,142,0.6
dam1.txt,dam82.txt,88,93,144,0.6021505376344086
dam1.txt,dam83.txt,88,92,142,0.5869565217391305
dam1.txt,dam84.txt,88,91,144,0.6153846153846154
dam1.txt,dam85.txt,88,91,140,0.5714285714285714
dam1.txt,dam86.txt,88,90,142,0.6
dam1.txt,dam87.txt,88,91,144,0.6153846153846154
dam1.txt,dam88.txt,88,92,142,0.5869565217391305
dam1.txt,dam89.txt,88,92,143,0.5978260869565217
dam1.txt,dam9.txt,88,89,138,0.5617977528089888
dam1.txt,dam90.txt,88,91,143,0.6043956043956044
dam1.txt,dam91.txt,88,91,143,0.6043956043956044
dam1.txt,dam92.txt,88,92,143,0.5978260869565217
dam1.txt,dam93.txt,88,93,144,0.6021505376344086
dam1.txt,dam94.txt,88,92,144,0.6086956521739131
dam1.txt,dam95.txt,88,90,143,0.6111111111111112
dam1.txt,dam96.txt,88,91,143,0.6043956043956044
dam1.txt,dam97.txt,88,90,143,0.6111111111111112
dam1.txt,dam98.txt,88,90,144,0.6222222222222222
dam1.txt,dam99.txt,88,90,141,0.5888888888888889
dam10.txt,dam100.txt,90,92,137,0.5108695652173914
dam10.txt,dam101.txt,90,93,143,0.5698924731182796
dam10.txt,dam102.txt,90,93,139,0.5268817204301075
dam10.txt,dam103.txt,90,92,143,0.5760869565217391
dam10.txt,dam104.txt,90,92,138,0.5217391304347826
dam10.txt,dam105.txt,90,94,145,0.5851063829787234
dam10.txt,dam106.txt,90,90,133,0.4777777777777778
dam10.txt,dam107.txt,90,91,142,0.5714285714285714
dam10.txt,dam108.txt,90,93,145,0.5913978494623656
dam10.txt,dam109.txt,90,93,146,0.6021505376344086
dam10.txt,dam11.txt,90,90,141,0.5666666666666667
dam10.txt,dam110.txt,90,92,143,0.5760869565217391
dam10.txt,dam111.txt,90,94,146,0.5957446808510638
dam10.txt,dam112.txt,90,93,140,0.5376344086021505
dam10.txt,dam113.txt,90,92,138,0.5217391304347826
dam10.txt,dam114.txt,90,92,144,0.5869565217391305
dam10.txt,dam115.txt,90,91,137,0.5164835164835165
dam10.txt,dam116.txt,90,92,138,0.5217391304347826
dam10.txt,dam117.txt,90,92,139,0.532608695652174
dam10.txt,dam12.txt,90,92,144,0.5869565217391305
